Project name,EmployeeCode,TaskName,TimesheetDate,Hours(Filled),TaskType,BusinessGroup,OrganizationUnit,Type of project
2,WAPL-MC-E0626,Practus Internal Projects,30-Dec-2024,3.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
8,WAPL-MC-E0365,DigiQC,23-Jan-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
8,WAPL-MC-E0365,Spearhead the implementation of the revised incentive structure,20-Jan-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
8,WAPL-MC-E0365,Spearhead the implementation of the revised incentive structure,23-Jan-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
8,WAPL-MC-E0365,Support in streamlining the process of reviewing scorecards periodically,23-Jan-2025,3.0,Advance,INDIA SBU,INDIA,Project
33,WAPL-MC-E0257,Review Mechanism for Website Health ,01-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0257,Thought Leadership from CEO’s desk (Visibility to Customer & Suppliers),30-Jun-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Idle Time,31-Dec-2024,1.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Practus Internal Projects,31-Dec-2024,3.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0365,Practus Internal Projects,23-Jan-2025,1.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0365,Practus Internal Projects,20-Jan-2025,3.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Leave,01-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
8,WAPL-MC-E0365,Claims - Zoho Expenses,20-Jan-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,06-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,08-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,10-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,30-Dec-2024,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,31-Dec-2024,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,01-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,02-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,03-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,14-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,15-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,16-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,17-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,20-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
9,WAPL-MC-E0397,Create and share a migration correction log prior to data migration,21-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
33,WAPL-MC-E0257,Visibility on service & design shop floor activities,03-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0257,Visibility on service & design shop floor activities,04-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
4,WAPL-MC-E0397,Suggest improvements in existing cost accounting methodologies ie project-based accounting,07-Jan-2025,8.0,Intermediate,INDIA SBU,INDIA,Project
4,WAPL-MC-E0397,Suggest improvements in existing cost accounting methodologies ie project-based accounting,09-Jan-2025,8.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,FMI product mapping and automated sheet,07-Jul-2025,4.0,Intermediate,INDIA SBU,INDIA,Project
4,WAPL-MC-E0397,"Implementation of the improvements suggested - Set of cost centres, profit centres, automated billing etc.",13-Jan-2025,8.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,Sales Order Pipeline Data Sanity in SERA,07-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,Incentive & KPI Governance,07-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,Incentive & KPI Governance,08-Jul-2025,3.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,Sales Order Pipeline Data Sanity in SERA,08-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0524,Idle Time,03-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Idle Time,06-Jan-2025,1.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Practus Internal Projects,06-Jan-2025,3.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0398,BI Dashboards Adoption,08-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,BI Dashboards Adoption,09-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,FMI product mapping and automated sheet,09-Jul-2025,3.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Practus Internal Projects,07-Jan-2025,4.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,24-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Leave,20-Jan-2025,9.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Leave,21-Jan-2025,9.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Leave,22-Jan-2025,9.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Leave,23-Jan-2025,9.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Leave,17-Jan-2025,9.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,06-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,07-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,08-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,09-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,10-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,13-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,15-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0524,Idle Time,16-Jan-2025,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
15,WAPL-MC-E0490,AR,27-Jan-2025,9.0,Operational,USA Delivery,USA,Project
33,WAPL-MC-E0398,Incentive & KPI Governance,09-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,Sales Order Pipeline Data Sanity in SERA,09-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Idle Time,08-Jan-2025,1.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Practus Internal Projects,08-Jan-2025,5.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0398,BI Dashboards Adoption,10-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,Incentive & KPI Governance,10-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0398,FMI product mapping and automated sheet,10-Jul-2025,6.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Practus Internal Projects,09-Jan-2025,5.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Practus Internal Projects,10-Jan-2025,8.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Practus Internal Projects,13-Jan-2025,8.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Leave,14-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Develop visibility for low hanging focussed receiveables,07-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Develop visibility for low hanging focussed receiveables,08-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Develop visibility for low hanging focussed receiveables,11-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Implementation of HRMS ,07-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Practus Internal Projects,15-Jan-2025,2.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Idle Time,15-Jan-2025,1.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Leave,16-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Leave,17-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Implementation of HRMS ,08-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Implement the org structure (considering the SWAT analysis and the impact of the implementation),07-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Implement the org structure (considering the SWAT analysis and the impact of the implementation),08-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Practus Internal Projects,20-Jan-2025,3.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Leave,21-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Implement the org structure (considering the SWAT analysis and the impact of the implementation),09-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Implement the org structure (considering the SWAT analysis and the impact of the implementation),10-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Practus Internal Projects,22-Jan-2025,2.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Implement the org structure (considering the SWAT analysis and the impact of the implementation),11-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,"Identify skill gaps, and build hiring, up-skilling and re-skilling plans to bridge the gaps",07-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
16,WAPL-MC-E0626,Creation of SOP & automation,22-Jan-2025,4.0,Advance,INDIA SBU,INDIA,Value Creation
33,WAPL-MC-E0653,"Identify skill gaps, and build hiring, up-skilling and re-skilling plans to bridge the gaps",08-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,"Identify skill gaps, and build hiring, up-skilling and re-skilling plans to bridge the gaps",10-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,"Identify skill gaps, and build hiring, up-skilling and re-skilling plans to bridge the gaps",11-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
16,WAPL-MC-E0626,Creation of SOP & automation,23-Jan-2025,4.0,Advance,INDIA SBU,INDIA,Value Creation
2,WAPL-MC-E0626,Interviews,24-Jan-2025,6.0,Interviews,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,"Practus Events (Offsite, Sports, HR Events)",24-Jan-2025,2.0,Practus Events Offsite Sports HR Events,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Build in initatives for strategic expansion in new geographies,07-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Build in initatives for strategic expansion in new geographies,08-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Practus Internal Projects,02-Jan-2025,2.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Idle Time,02-Jan-2025,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Build in initatives for strategic expansion in new geographies,09-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Build in initatives for strategic expansion in new geographies,11-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0626,Idle Time,03-Jan-2025,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0626,Practus Internal Projects,03-Jan-2025,2.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",02-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",03-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",06-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",07-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",08-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",09-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",10-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Review Mechanism for Website Health ,09-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,15-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Training & Adoption of HRMS ,09-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,16-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-A0061,Gurukool Trainings,15-Jan-2025,1.0,Gurukool Trainings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Training & Adoption of HRMS ,10-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Speadhead implementation of 4X4 Framework for performance evaluation,10-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Implementation of HRMS ,11-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",13-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",14-Jan-2025,8.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",15-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",16-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",17-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,"Identify skill gaps, and build hiring, up-skilling and re-skilling plans to bridge the gaps",09-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Develop visibility for low hanging focussed receiveables,09-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Build in initatives for strategic expansion in new geographies,10-Jul-2025,2.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Implementation of HRMS ,10-Jul-2025,1.0,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0653,Review Mechanism for Website Health ,10-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",20-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",21-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",22-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",23-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0659,"Induction, self learning and other trainings",24-Jan-2025,4.0,Induction self learnings and other trainings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-A0061,Gurukool Trainings,07-Jan-2025,1.0,Gurukool Trainings,INDIA SBU,INDIA,Internal Project
15,WAPL-MC-E0271,Closing,27-Jan-2025,9.0,Operational,USA Delivery,USA,Project
33,WAPL-MC-E0653,Develop visibility for low hanging focussed receiveables,10-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,17-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Training & Adoption of HRMS ,11-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,20-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0653,Review Mechanism for Website Health ,11-Jul-2025,0.5,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,21-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0432,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",07-Jul-2025,0.75,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,22-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0432,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",08-Jul-2025,0.75,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,23-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0432,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",09-Jul-2025,0.75,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,24-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0432,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",10-Jul-2025,0.75,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,27-Jan-2025,7.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,01-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,02-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,03-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,06-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,07-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,08-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,09-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,10-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,13-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0650,Pre Sales Work & Sales Meetings,14-Jan-2025,9.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
33,WAPL-MC-E0432,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",11-Jul-2025,0.75,Intermediate,INDIA SBU,INDIA,Project
33,WAPL-MC-E0432,FMI product mapping and automated sheet,07-Jul-2025,0.75,Intermediate,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,Understand current reporting landscape,15-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
2,WAPL-MC-E0638,Leave,14-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
34,WAPL-MC-E0638,Understand current reporting landscape,16-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,Understand current reporting landscape,17-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,"Development, Go Live and support",18-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,"Development, Go Live and support",19-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,"Development, Go Live and support",20-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,Map the key data points for the reports,21-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,Map the key data points for the reports,22-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
34,WAPL-MC-E0638,Map the key data points for the reports,23-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,27-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,28-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,29-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,30-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,31-Jan-2025,6.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
34,WAPL-MC-E0638,Wireframe approval,24-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
2,WAPL-MC-E0611,MFP Sessions,22-Jan-2025,2.0,MFP Sessions,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,MFP Sessions,23-Jan-2025,2.0,MFP Sessions,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,20-Jan-2025,8.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,21-Jan-2025,8.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,22-Jan-2025,6.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,23-Jan-2025,6.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,24-Jan-2025,8.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,15-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,16-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,17-Jan-2025,8.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Leave,13-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Leave,14-Jan-2025,8.0,Leave,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,06-Jan-2025,4.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,07-Jan-2025,4.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,08-Jan-2025,4.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,09-Jan-2025,4.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Practus Internal Projects,10-Jan-2025,4.0,Practus Internal Projects,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,06-Jan-2025,4.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,07-Jan-2025,4.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,08-Jan-2025,4.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,09-Jan-2025,4.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Pre Sales Work & Sales Meetings,10-Jan-2025,4.0,Pre Sales Work & Sales Meetings,INDIA SBU,INDIA,Internal Project
34,WAPL-MC-E0638,Wireframe approval,27-Jan-2025,8.0,Operational,INDIA SBU,INDIA,Project
2,WAPL-MC-E0611,Idle Time,30-Dec-2024,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Idle Time,31-Dec-2024,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Idle Time,01-Jan-2025,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Idle Time,02-Jan-2025,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0611,Idle Time,03-Jan-2025,2.0,Idle Time,INDIA SBU,INDIA,Internal Project
